drug,target,value,fold
560,146,6.3,3
560,147,8.1,1
561,2,7.2,4
561,3,8.0,4
561,5,5.5,5
561,8,5.3,1
561,11,7.0,1
561,13,8.4,2
561,15,6.0,3
561,22,6.0,1
561,23,7.9,1
561,26,7.2,5
561,28,7.4,3
561,29,8.1,3
561,31,5.9,4
561,33,6.6,4
561,37,7.3,2
561,38,7.1,4
561,39,6.5,4
561,41,5.4,2
561,44,9.0,5
561,45,6.7,5
561,46,5.5,4
561,49,8.7,1
561,50,8.0,2
561,51,7.0,5
561,52,5.8,5
561,53,7.3,3
561,56,7.1,2
561,58,6.1,3
561,59,7.1,3
561,60,7.8,4
561,61,5.6,3
561,63,8.2,4
561,65,8.1,3
561,66,6.8,5
561,67,6.2,2
561,70,8.1,4
561,71,8.0,4
561,72,6.7,5
561,73,6.8,1
561,74,7.3,5
561,76,7.1,1
561,78,7.4,3
561,80,5.4,3
561,81,6.5,2
561,86,7.6,5
561,88,5.1,5
561,92,6.7,4
561,95,6.2,5
561,97,5.1,1
561,99,6.3,1
561,101,7.5,1
561,106,6.8,3
561,107,6.4,5
561,110,7.4,5
561,112,7.8,4
561,114,8.0,3
561,115,6.8,4
561,116,8.1,4
561,117,6.3,2
561,118,8.4,5
561,121,5.7,1
561,123,8.0,3
561,124,5.3,3
561,127,6.5,2
561,128,7.4,4
561,129,6.4,5
561,133,7.4,5
561,134,7.5,2
561,135,6.2,5
561,137,6.0,1
561,139,5.5,2
561,140,5.6,2
561,141,6.0,3
561,142,8.7,2
561,143,5.9,4
561,144,7.1,4
561,146,6.2,2
561,149,6.4,4
561,151,6.5,3
561,162,5.8,5
562,2,7.0,3
562,3,6.8,1
562,5,5.5,4
562,8,5.2,4
562,10,8.1,2
562,11,7.0,4
562,15,5.0,2
562,18,5.4,1
562,20,5.2,2
562,23,7.5,3
562,26,7.1,4
562,28,7.5,3
562,29,7.6,2
562,31,5.5,2
562,37,7.3,4
562,38,6.9,4
562,39,7.2,1
562,45,6.7,1
562,46,5.6,2
562,49,8.3,2
562,50,7.2,5
562,51,6.8,3
562,53,7.1,2
562,60,7.3,2
562,63,7.5,2
562,65,7.6,4
562,66,6.3,3
562,67,5.7,5
562,70,8.0,1
562,72,6.3,3
562,73,6.9,4
562,81,6.7,4
562,85,7.0,2
562,86,6.6,4
562,92,6.1,1
562,95,6.0,2
562,99,6.0,3
562,103,5.1,1
562,106,6.5,5
562,107,5.9,5
562,110,7.2,2
562,112,7.3,1
562,115,7.1,4
562,117,5.5,4
562,118,7.8,4
562,124,5.6,4
562,129,6.3,3
562,133,7.2,3
562,134,7.0,5
562,135,6.1,4
562,137,6.9,1
562,139,6.0,3
562,142,7.3,4
562,143,5.3,4
562,144,6.4,4
562,151,6.3,2
562,153,5.6,3
563,1,5.6,4
563,6,5.6,2
563,11,5.5,5
563,17,5.1,5
563,22,6.4,4
563,23,5.4,3
563,27,6.1,4
563,29,6.1,1
563,30,5.6,5
563,31,5.4,4
563,33,7.0,4
563,39,5.6,1
563,42,5.6,3
563,45,5.3,4
563,53,5.1,5
563,55,5.8,1
563,60,6.1,3
563,61,5.7,4
563,62,5.7,5
563,73,5.7,5
563,76,6.9,1
563,80,6.3,2
563,87,5.5,2
563,88,6.2,5
563,89,5.5,2
563,90,6.2,3
563,96,5.3,2
563,97,5.0,1
563,99,5.3,1
563,100,5.3,2
563,101,5.4,3
563,103,6.2,3
563,107,5.4,3
563,108,6.3,3
563,109,6.2,5
563,112,5.8,3
563,113,5.9,4
563,118,6.3,2
563,119,6.8,5
563,121,6.1,4
563,123,6.1,5
563,124,5.5,2
563,125,6.2,1
563,130,5.8,5
563,136,5.4,3
563,140,5.3,2
563,142,5.5,5
563,150,5.2,1
564,2,6.2,1
564,7,5.8,3
564,10,8.1,4
564,11,6.6,3
564,13,6.6,2
564,15,5.1,4
564,17,5.2,1
564,20,5.2,2
564,22,6.5,4
564,29,5.4,4
564,31,5.8,2
564,33,7.4,3
564,34,7.1,3
564,39,6.2,3
564,41,5.4,1
564,44,7.5,4
564,45,5.2,3
564,46,5.8,5
564,49,7.3,5
564,51,5.8,1
564,52,6.0,5
564,53,6.4,5
564,56,6.3,4
564,58,6.0,1
564,59,5.6,5
564,63,8.4,1
564,70,5.9,2
564,71,7.1,2
564,72,6.1,1
564,73,5.7,4
564,76,7.5,2
564,78,7.5,2
564,79,5.5,5
564,80,5.4,1
564,81,5.9,3
564,85,5.9,5
564,86,6.2,5
564,87,5.2,4
564,88,5.3,5
564,99,5.5,4
564,101,5.9,1
564,103,6.4,1
564,104,5.6,3
564,106,6.1,1
564,107,5.8,3
564,110,6.4,5
564,112,5.9,5
564,114,5.3,5
564,116,7.2,1
564,117,6.7,2
564,118,8.0,3
564,121,6.8,2
564,131,6.5,3
564,132,6.9,1
564,133,6.7,4
564,135,5.7,3
564,139,6.5,3
564,142,6.7,5
564,144,5.9,3
564,146,6.9,1
564,147,7.9,2
564,151,5.8,2
565,1,7.1,5
565,3,5.6,5
565,8,5.3,1
565,11,6.0,4
565,23,5.7,5
565,28,6.4,1
565,29,5.8,2
565,32,5.9,4
565,38,5.5,3
565,42,5.5,5
565,45,7.0,4
565,55,5.0,3
565,59,5.4,4
565,60,6.5,3
565,61,5.1,1
565,65,6.4,4
565,71,6.0,3
565,73,5.7,1
565,74,5.9,1
565,75,6.1,4
565,76,6.0,1
565,79,6.8,2
565,80,5.1,2
565,81,6.2,2
565,83,5.7,2
565,84,5.5,5
565,85,6.1,3
565,87,5.1,5
565,88,7.8,4
565,96,6.0,2
565,98,6.6,1
565,99,5.3,3
565,101,6.1,1
565,107,5.7,5
565,116,6.3,5
565,117,5.0,3
565,118,5.9,4
565,121,7.5,2
565,124,5.6,1
565,131,6.2,5
565,133,6.0,5
565,134,6.0,4
565,142,6.2,1
565,150,5.8,5
566,10,8.4,1
566,118,8.5,4
567,10,7.4,4
567,118,8.0,1
568,10,6.9,1
568,118,8.1,4
569,1,5.1,4
569,22,5.7,2
569,23,5.4,1
569,73,7.1,2
569,88,5.8,1
569,95,6.5,5
569,123,6.3,4
569,131,6.0,3
570,2,5.9,3
570,5,7.7,4
570,45,5.3,1
570,53,5.1,5
570,84,6.5,2
570,100,5.8,1
570,109,8.1,3
571,23,7.5,5
571,96,5.2,1
572,2,7.3,2
572,3,7.8,5
572,15,5.4,5
572,17,5.1,4
572,19,5.3,3
572,23,7.1,4
572,29,7.9,5
572,33,7.3,3
572,41,5.2,2
572,43,6.2,1
572,44,8.5,2
572,45,5.8,2
572,49,8.3,4
572,51,6.4,4
572,52,5.1,3
572,55,5.5,3
572,58,5.8,1
572,59,5.8,4
572,60,9.1,4
572,61,6.8,4
572,63,7.5,4
572,65,9.4,1
572,70,7.2,5
572,71,6.6,2
572,72,6.7,4
572,73,5.5,3
572,76,6.0,2
572,78,8.0,4
572,80,7.6,2
572,81,6.8,1
572,85,7.2,3
572,87,6.0,3
572,88,5.6,3
572,99,5.1,1
572,100,6.2,5
572,101,6.3,1
572,106,5.4,1
572,110,7.2,2
572,111,7.5,4
572,112,5.9,4
572,115,7.0,1
572,116,6.2,4
572,117,7.2,3
572,118,7.4,3
572,121,6.0,4
572,123,6.4,2
572,127,7.5,2
572,131,8.5,2
572,132,5.9,1
572,133,9.1,2
572,134,8.5,5
572,137,6.4,5
572,139,6.3,1
572,142,6.9,2
572,146,6.8,3
572,147,7.8,5
573,1,5.3,5
573,12,6.0,2
573,17,5.1,3
573,32,7.1,3
573,37,5.4,3
573,38,5.2,5
573,75,5.3,3
573,86,6.5,4
573,88,6.2,2
573,92,6.5,1
573,98,6.4,5
573,113,5.8,4
573,162,6.5,2
574,1,6.3,3
574,2,5.6,4
574,8,5.4,2
574,15,5.5,5
574,18,5.3,4
574,25,5.2,2
574,32,8.6,4
574,35,7.3,4
574,37,6.8,4
574,38,6.7,4
574,39,6.0,5
574,42,5.5,5
574,45,6.3,4
574,53,6.4,5
574,54,5.6,5
574,55,5.6,2
574,57,5.3,3
574,59,6.0,3
574,61,5.9,1
574,69,5.3,1
574,73,5.3,1
574,74,7.1,4
574,75,6.1,4
574,79,6.2,2
574,80,6.3,1
574,82,5.4,3
574,84,5.1,4
574,88,7.7,3
574,89,6.2,3
574,92,5.3,5
574,96,6.6,3
574,97,5.7,5
574,98,7.4,3
574,107,6.2,2
574,113,5.4,4
574,114,6.1,5
574,118,5.3,4
574,124,6.1,2
574,138,5.4,4
574,150,6.3,2
574,162,5.5,3
575,8,5.3,5
575,32,7.8,3
575,38,6.9,3
575,53,5.5,1
575,74,7.0,2
575,80,5.9,5
575,88,7.5,4
575,92,5.6,2
576,32,8.3,3
576,38,6.5,1
576,53,5.7,2
576,74,7.3,2
576,88,7.6,2
576,92,5.5,1
577,3,5.4,4
577,5,5.6,2
577,10,6.4,5
577,27,6.1,3
577,29,6.0,4
577,30,5.4,1
577,35,7.5,5
577,37,6.5,4
577,38,6.4,5
577,48,6.0,2
577,49,5.5,5
577,51,5.4,1
577,52,5.6,1
577,70,5.6,5
577,80,6.1,2
577,88,6.3,2
577,109,6.1,4
577,110,5.6,2
577,118,6.1,1
577,119,6.2,1
577,124,6.3,3
577,127,6.3,5
577,129,6.3,2
577,130,5.8,2
577,135,5.6,3
577,136,6.7,2
578,4,4.1,5
578,5,4.0,1
578,9,4.1,1
578,66,4.3,5
578,70,4.1,2
578,81,4.5,2
578,86,4.4,2
578,88,4.1,4
578,90,4.3,1
578,93,4.3,3
578,155,4.8,5
579,10,6.7,5
579,29,7.9,5
579,118,8.3,4
579,156,7.7,1
580,61,5.6,1
580,80,6.0,4
580,122,5.1,3
580,162,5.5,4
581,8,5.4,1
581,10,4.8,3
582,1,6.0,4
582,2,6.0,4
582,3,5.7,3
582,4,5.9,1
582,6,5.9,1
582,7,6.1,2
582,8,6.8,2
582,12,7.0,4
582,14,6.4,5
582,15,5.7,4
582,16,6.6,4
582,17,6.3,5
582,18,6.9,5
582,19,7.2,2
582,20,5.4,4
582,25,8.0,3
582,26,7.0,4
582,27,6.1,5
582,28,6.2,1
582,29,6.4,1
582,30,6.7,3
582,31,8.0,4
582,32,7.2,4
582,33,7.7,3
582,34,7.2,2
582,37,5.6,3
582,39,7.2,5
582,40,6.5,4
582,41,6.4,2
582,42,6.3,2
582,43,5.4,5
582,44,8.0,5
582,50,6.0,3
582,51,5.6,4
582,52,5.8,3
582,53,7.6,4
582,54,5.6,3
582,55,6.4,5
582,56,6.0,3
582,59,7.7,4
582,60,6.9,3
582,61,7.0,2
582,64,5.9,5
582,65,6.2,2
582,66,6.4,4
582,67,7.4,1
582,68,7.1,5
582,70,5.5,2
582,73,6.6,2
582,74,6.1,5
582,75,5.4,5
582,76,8.5,2
582,78,5.6,2
582,79,6.0,4
582,80,7.3,2
582,84,5.9,2
582,85,6.9,5
582,86,6.7,2
582,87,7.1,1
582,88,7.1,5
582,89,6.8,2
582,90,8.0,3
582,91,6.3,3
582,92,5.7,1
582,93,6.4,3
582,95,5.9,1
582,96,7.0,1
582,97,7.3,4
582,99,6.9,4
582,100,6.9,1
582,101,8.3,2
582,103,7.0,2
582,104,5.5,1
582,107,5.4,1
582,108,5.5,2
582,113,5.3,4
582,114,5.3,2
582,119,7.9,1
582,120,6.9,2
582,121,8.2,4
582,122,5.4,4
582,124,6.5,5
582,125,6.1,1
582,127,6.5,2
582,128,6.5,1
582,129,6.6,5
582,130,6.4,3
582,131,7.1,5
582,133,6.8,1
582,135,6.0,4
582,138,6.0,2
582,139,5.9,2
582,140,6.0,3
582,142,6.9,5
582,144,6.2,3
582,147,5.7,1
582,150,7.2,1
582,155,6.1,5
582,162,8.0,1
582,165,6.3,1
582,166,7.1,1
582,167,6.7,1
582,168,6.6,3
582,169,7.8,3
582,170,6.8,5
583,1,5.5,1
583,8,5.9,2
583,13,6.4,5
583,27,5.6,5
583,28,5.6,3
583,34,5.9,2
583,39,6.6,5
583,47,5.7,1
583,53,6.6,2
583,73,5.6,4
583,79,5.8,4
583,80,6.5,3
583,90,6.3,2
583,91,6.0,1
583,92,5.9,3
583,93,5.8,1
583,98,5.8,2
583,99,6.1,3
583,110,7.0,3
583,119,7.0,5
583,120,5.8,5
583,121,6.5,5
583,127,6.4,1
583,128,5.4,3
583,165,6.0,5
583,167,5.8,5
583,168,5.8,2
583,169,6.6,3
584,32,5.7,2
584,160,6.0,1
585,1,5.2,4
585,7,6.4,2
585,14,5.9,3
585,19,5.1,4
585,21,6.5,4
585,25,5.4,3
585,32,6.5,5
585,33,5.7,3
585,38,6.1,1
585,40,5.2,2
585,41,6.1,3
585,42,5.3,5
585,43,5.6,1
585,52,5.7,5
585,54,6.0,1
585,57,5.4,3
585,61,5.2,3
585,66,5.1,5
585,75,6.5,5
585,77,6.4,5
585,78,6.2,1
585,80,5.4,2
585,82,6.6,2
585,87,5.3,4
585,88,5.7,1
585,100,6.2,3
585,113,6.3,5
585,116,6.0,4
585,118,6.3,1
585,122,5.5,2
585,123,6.4,2
585,127,7.2,4
585,138,5.8,2
585,142,5.6,1
585,143,7.1,5
585,146,5.9,4
585,157,6.0,5
585,158,5.8,5
585,161,6.0,4
585,163,5.6,2
586,7,5.9,2
586,13,7.3,4
586,64,8.5,4
586,66,6.4,4
586,73,5.5,5
586,80,6.3,4
586,82,5.3,3
586,85,5.9,1
586,92,5.2,4
586,96,5.2,5
586,99,5.3,2
586,110,5.6,3
586,112,5.6,5
586,118,6.4,1
586,153,5.6,1
586,157,5.1,4
586,161,5.4,4
587,1,5.4,5
587,2,8.5,1
587,3,6.7,5
587,9,6.1,3
587,13,7.2,5
587,14,5.5,3
587,15,5.2,5
587,16,5.8,4
587,17,5.4,5
587,18,5.2,2
587,23,8.1,2
587,25,5.1,1
587,29,8.0,5
587,33,6.3,5
587,38,5.6,4
587,41,5.9,3
587,43,5.1,5
587,49,9.4,2
587,51,6.0,5
587,55,5.2,5
587,56,5.8,3
587,57,5.6,4
587,59,5.6,1
587,60,6.6,1
587,61,6.0,1
587,63,6.4,5
587,64,5.2,1
587,65,6.2,2
587,66,5.9,4
587,70,5.9,3
587,80,6.1,3
587,81,6.3,2
587,85,6.8,5
587,87,5.8,2
587,88,5.5,5
587,92,5.3,3
587,96,5.4,2
587,100,5.2,2
587,101,5.9,4
587,102,6.2,4
587,103,5.7,4
587,105,6.0,1
587,110,8.8,4
587,114,5.2,1
587,115,6.0,4
587,116,6.8,4
587,117,5.1,4
587,118,5.9,3
587,122,5.2,1
587,137,7.7,2
587,142,5.4,2
587,150,5.2,5
587,153,5.8,2
588,1,5.2,3
588,2,7.8,2
588,3,6.7,1
588,10,5.6,4
588,13,6.4,1
588,14,5.3,5
588,23,6.9,1
588,29,7.7,5
588,33,6.1,3
588,41,5.4,4
588,49,9.3,1
588,51,5.5,5
588,57,5.2,2
588,60,6.6,4
588,61,5.7,3
588,63,6.2,2
588,70,5.7,3
588,71,6.3,3
588,80,5.7,1
588,88,5.5,1
588,118,5.8,1
588,125,5.6,4
588,131,6.1,3
589,6,5.9,4
589,13,7.1,1
589,14,6.5,1
589,23,6.1,1
589,29,6.0,5
589,33,5.5,1
589,41,6.9,2
589,43,5.2,4
589,66,6.1,3
589,73,6.2,5
589,96,5.2,3
589,112,6.6,5
589,118,6.3,5
589,127,5.8,3
589,131,6.4,2
590,6,6.0,2
590,27,5.6,2
590,29,5.9,1
590,51,5.8,4
590,88,6.3,1
590,92,5.4,5
590,106,5.6,5
590,109,5.7,5
590,110,6.9,2
590,118,6.0,4
590,119,6.0,3
590,124,6.4,3
590,127,6.0,2
590,130,6.2,3
590,131,6.0,5
591,2,5.6,2
591,10,6.1,4
591,28,6.2,4
591,64,7.4,1
591,66,6.3,2
591,73,5.3,1
591,85,5.5,5
591,103,6.1,4
591,110,6.6,2
591,118,6.3,2
592,2,6.4,2
592,3,5.9,1
592,10,6.2,2
592,29,5.7,4
592,70,5.5,3
592,73,6.4,3
592,103,6.1,2
592,110,7.0,3
592,112,6.6,4
592,118,7.3,3
592,139,6.3,4
593,7,5.4,5
593,13,6.2,4
593,16,6.0,5
593,43,5.2,3
593,61,5.8,4
593,64,8.2,2
593,66,6.4,5
593,73,5.6,1
593,80,6.8,5
593,85,5.8,1
593,110,5.9,2
593,112,5.5,2
593,118,7.0,3
593,131,6.4,1
594,1,8.3,4
594,2,6.6,5
594,3,6.2,2
594,5,5.8,3
594,6,5.8,3
594,7,7.2,5
594,8,6.1,1
594,10,6.7,2
594,26,7.0,1
594,27,7.6,3
594,28,7.2,1
594,29,7.2,1
594,30,6.8,1
594,31,6.1,1
594,34,7.2,5
594,35,6.7,1
594,36,6.1,4
594,37,6.6,4
594,38,6.2,1
594,39,6.1,2
594,47,5.8,5
594,48,6.6,1
594,49,6.6,5
594,50,6.8,5
594,51,6.8,5
594,52,5.7,2
594,59,6.3,5
594,64,5.8,4
594,65,6.4,3
594,66,5.9,3
594,70,6.9,4
594,71,6.3,4
594,78,5.6,3
594,79,6.0,5
594,80,6.2,2
594,81,5.5,1
594,86,6.0,5
594,87,6.0,5
594,88,9.0,5
594,89,7.5,5
594,90,7.9,5
594,91,5.7,3
594,92,5.7,5
594,93,6.5,5
594,94,5.6,3
594,98,7.2,3
594,108,8.1,2
594,109,6.4,2
594,117,6.3,2
594,118,6.8,4
594,119,7.8,5
594,124,7.9,5
594,126,5.5,4
594,127,5.8,3
594,128,6.9,3
594,129,6.2,2
594,130,5.9,1
594,131,6.4,5
594,135,6.3,5
594,136,6.1,5
594,148,6.0,5
594,155,7.0,1
595,1,6.2,2
595,2,6.4,5
595,3,6.6,5
595,28,5.8,2
595,29,7.9,1
595,34,6.4,1
595,42,7.6,1
595,44,5.9,4
595,45,7.1,5
595,49,7.8,4
595,54,7.4,5
595,55,5.6,2
595,58,6.0,4
595,59,6.7,2
595,60,6.0,4
595,63,6.3,5
595,70,7.1,5
595,72,6.6,5
595,76,6.7,4
595,79,5.7,4
595,87,5.9,1
595,88,8.0,5
595,97,6.5,3
595,98,7.3,5
595,100,6.5,3
595,101,7.2,2
595,107,5.7,3
595,110,8.5,5
595,111,5.3,1
595,113,7.2,4
595,115,7.2,5
595,118,7.3,1
595,123,6.3,4
595,125,5.6,3
595,129,8.0,4
595,131,7.3,1
595,132,6.4,5
595,137,6.1,3
595,138,7.5,5
595,140,5.7,2
596,1,5.7,1
596,8,5.9,4
596,26,5.3,1
596,27,6.4,3
596,34,5.3,1
596,35,6.3,4
596,79,6.5,4
596,80,5.9,1
596,88,6.7,2
596,90,6.1,4
596,91,5.5,5
596,108,6.8,1
596,109,5.7,2
596,117,6.7,4
596,118,5.9,1
596,119,6.6,4
596,124,5.6,4
597,27,5.7,1
597,28,5.6,1
597,80,7.0,3
597,88,5.9,5
597,108,5.5,5
597,131,5.6,4
598,10,7.1,1
598,29,6.5,4
598,118,7.6,1
599,1,5.5,1
599,27,6.4,5
599,35,7.0,2
599,37,5.9,4
599,38,5.6,1
599,52,5.3,4
599,88,6.5,1
599,98,5.8,3
599,124,6.9,4
600,1,5.5,2
600,4,5.9,4
600,6,6.8,4
600,8,6.2,3
600,26,5.3,2
600,27,6.1,4
600,28,5.6,4
600,31,6.1,3
600,34,5.5,1
600,36,5.8,3
600,37,5.6,2
600,38,5.7,2
600,48,5.5,3
600,49,5.5,1
600,50,5.5,5
600,51,6.3,4
600,59,6.3,2
600,65,5.4,4
600,66,5.7,2
600,71,6.1,4
600,78,5.2,3
600,80,5.3,3
600,81,5.8,1
600,87,6.4,3
600,89,5.8,5
600,90,6.2,5
600,91,5.6,3
600,92,5.4,1
600,93,6.3,2
600,108,6.0,4
600,126,6.8,3
600,127,6.0,4
600,128,5.6,3
600,129,5.8,4
600,130,6.4,1
600,131,6.3,2
600,135,5.7,1
600,136,5.7,4
600,155,5.8,4
601,1,5.5,1
601,3,5.2,3
601,4,6.0,1
601,6,6.6,4
601,8,6.5,1
601,9,6.4,4
601,10,5.8,2
601,26,5.6,5
601,27,6.2,1
601,28,5.8,3
601,29,5.8,1
601,31,6.3,2
601,34,6.3,3
601,36,5.9,4
601,37,5.7,3
601,38,5.9,5
601,48,5.4,1
601,49,5.7,1
601,50,5.7,3
601,51,6.3,4
601,59,6.5,1
601,65,5.5,4
601,66,5.9,2
601,70,5.4,3
601,71,6.0,1
601,78,5.3,1
601,79,5.6,2
601,81,5.9,2
601,87,6.4,3
601,89,6.1,3
601,90,6.2,3
601,91,5.7,2
601,92,5.5,2
601,93,6.6,2
601,108,6.0,4
601,126,7.1,3
601,127,6.1,1
601,128,5.7,4
601,129,5.8,4
601,130,6.5,2
601,131,6.3,4
601,135,5.9,3
601,136,5.7,5
601,155,5.9,2
602,5,6.5,1
602,17,6.4,3
602,126,6.4,4
603,3,5.7,3
603,5,8.2,4
603,23,6.0,2
603,29,6.6,5
603,46,6.3,3
603,49,5.6,5
603,51,6.1,5
603,63,6.2,1
603,71,6.1,4
603,72,6.7,3
603,80,6.8,5
603,100,5.5,2
603,108,6.8,1
603,126,8.1,4
603,127,5.7,1
603,130,5.9,3
603,151,7.3,1
603,165,7.4,2
604,79,5.4,1
604,108,5.7,2
604,124,5.8,4
604,126,6.2,5
605,6,6.5,3
605,9,6.1,5
605,31,5.6,2
605,39,6.1,3
605,51,5.7,3
605,52,6.1,2
605,71,5.6,1
605,81,5.6,2
605,87,5.7,1
605,89,5.7,3
605,90,5.6,1
605,108,5.8,1
605,119,5.7,3
605,126,6.5,2
605,127,5.7,3
605,131,6.2,5
606,79,5.4,1
606,108,6.0,3
606,126,6.6,4
607,6,6.2,1
607,7,5.8,2
607,9,5.6,4
607,36,5.5,2
607,39,5.8,5
607,51,5.5,4
607,52,5.4,3
607,108,5.6,5
607,126,6.1,5
607,127,5.7,1
607,131,6.0,2
608,108,5.8,1
608,117,6.3,2
608,126,6.2,1
609,33,7.6,4
609,108,6.4,3
609,119,6.3,1
609,126,6.9,3
609,131,5.8,1
610,6,6.1,2
610,31,5.8,1
610,33,9.1,1
610,88,8.3,4
610,108,5.7,3
610,118,6.1,1
610,126,6.1,3
610,131,5.8,1
611,108,5.6,1
611,126,6.3,4
612,5,5.9,1
612,17,5.5,5
612,108,6.4,4
612,126,6.4,2
613,5,6.5,5
613,6,6.0,5
613,17,7.3,1
613,108,6.6,3
613,126,6.5,4
613,131,5.9,2
614,17,8.2,1
614,108,6.2,5
614,126,6.6,3
615,6,6.1,2
615,52,5.6,1
615,108,5.5,3
615,126,6.2,1
615,131,5.9,3
616,5,5.5,4
616,6,5.9,2
616,87,5.5,3
616,108,6.1,3
616,126,6.1,1
616,131,5.8,3
617,5,6.7,2
617,108,6.5,1
617,126,7.0,3
618,5,5.9,1
618,108,6.3,2
618,126,6.8,5
619,5,6.1,2
619,108,6.3,2
619,126,7.1,1
620,108,6.2,5
620,126,6.5,1
621,38,5.9,1
621,44,6.4,1
621,59,5.4,5
621,73,5.6,3
621,75,5.9,5
621,85,6.8,1
621,99,5.8,4
622,50,5.3,1
622,126,6.1,2
623,5,5.4,1
623,126,5.6,5
624,5,5.7,1
624,126,6.1,5
625,108,5.6,4
625,126,6.6,1
626,108,5.4,5
626,126,6.5,1
627,1,4.4,1
627,2,5.7,5
627,3,5.5,3
627,4,5.2,2
627,5,4.5,4
627,6,6.3,1
627,8,5.1,2
627,9,4.2,1
627,26,4.1,5
627,27,4.7,5
627,29,5.5,2
627,30,4.4,5
627,34,4.4,3
627,35,5.0,4
627,37,4.4,2
627,38,4.4,4
627,39,4.7,2
627,47,4.4,5
627,48,4.7,3
627,49,4.8,4
627,51,5.0,3
627,52,4.2,5
627,59,4.6,2
627,66,4.4,2
627,70,4.7,1
627,71,4.7,3
627,78,4.5,3
627,79,6.6,5
627,80,5.0,1
627,81,5.3,3
627,87,4.8,3
627,88,5.8,2
627,89,4.6,5
627,90,4.8,5
627,91,6.1,3
627,98,4.5,3
627,109,4.5,2
627,119,5.2,4
627,124,4.8,3
627,126,4.6,5
627,127,5.2,1
627,129,5.6,4
627,130,6.4,4
627,131,5.5,2
627,135,4.8,3
627,136,6.2,5
627,148,4.2,5
627,155,5.1,1
628,2,8.3,3
628,3,5.9,2
628,8,6.5,1
628,10,6.4,2
628,23,6.8,3
628,29,8.1,2
628,37,5.1,4
628,39,6.1,4
628,40,5.2,1
628,45,5.6,5
628,49,8.5,4
628,51,5.7,3
628,53,6.7,5
628,63,6.0,5
628,70,5.6,5
628,73,5.9,5
628,81,5.7,2
628,83,6.4,3
628,85,5.4,3
628,96,5.5,1
628,97,6.0,4
628,98,5.8,2
628,99,6.5,2
628,107,5.2,1
628,110,8.0,2
628,112,5.3,1
628,113,5.6,1
628,117,5.3,4
628,118,6.9,5
628,122,5.2,4
628,124,5.5,1
628,135,5.9,5
628,142,6.3,1
628,143,6.0,5
628,161,5.4,2
629,1,5.6,4
629,2,7.6,3
629,3,5.9,3
629,10,6.3,2
629,14,5.4,2
629,21,5.2,2
629,22,6.5,2
629,23,6.3,2
629,29,6.2,3
629,33,6.0,5
629,41,5.5,2
629,42,5.3,3
629,43,5.3,4
629,44,5.9,5
629,45,5.5,5
629,49,7.0,2
629,51,5.9,2
629,52,5.4,2
629,55,5.4,2
629,57,5.4,5
629,59,5.2,1
629,60,6.5,3
629,63,6.2,2
629,65,6.6,3
629,70,6.0,3
629,71,6.1,3
629,75,5.7,2
629,78,6.1,5
629,80,5.0,2
629,87,5.5,5
629,88,6.0,2
629,100,5.4,5
629,106,5.7,2
629,110,8.2,1
629,111,5.6,5
629,114,5.5,2
629,116,6.5,1
629,117,6.0,4
629,118,7.1,1
629,133,5.9,4
629,138,5.4,4
629,140,5.6,3
629,141,6.0,2
629,142,5.9,4
629,143,6.2,3
629,150,6.1,5
630,2,6.8,4
630,3,6.1,2
630,10,6.0,2
630,23,6.9,3
630,33,7.2,3
630,39,6.7,3
630,44,6.5,3
630,49,9.4,2
630,51,5.9,5
630,53,7.5,1
630,55,5.8,3
630,56,7.1,5
630,59,5.3,2
630,60,6.8,4
630,63,6.1,3
630,66,5.8,3
630,70,6.1,3
630,74,6.5,1
630,76,6.1,1
630,81,5.8,2
630,85,8.1,4
630,99,5.7,4
630,114,7.9,1
630,118,8.1,2
630,131,8.1,3
630,137,6.7,1
630,143,5.9,1
630,159,8.4,3
631,2,8.8,5
631,3,6.6,5
631,23,9.5,5
631,29,8.5,4
631,49,10.2,1
631,60,6.7,4
631,63,6.7,5
631,110,9.1,3
631,133,6.0,5
631,137,9.1,4
632,1,5.9,3
632,2,6.0,4
632,8,5.7,3
632,9,6.6,3
632,10,6.5,2
632,21,5.6,1
632,23,5.4,5
632,25,5.3,3
632,28,6.2,4
632,29,6.0,1
632,32,6.6,2
632,33,6.4,2
632,37,5.9,2
632,38,5.7,5
632,39,5.5,1
632,42,5.9,5
632,43,5.1,3
632,45,5.3,5
632,50,5.8,3
632,52,5.7,5
632,53,5.8,2
632,55,5.2,5
632,56,7.4,1
632,59,6.5,5
632,61,5.1,4
632,73,5.6,4
632,75,5.6,1
632,80,5.8,4
632,83,6.4,2
632,85,5.3,2
632,88,7.6,4
632,96,5.7,5
632,97,5.8,5
632,98,5.6,4
632,99,6.9,3
632,102,6.2,5
632,105,6.1,3
632,107,5.4,4
632,110,5.8,3
632,111,5.4,3
632,112,5.7,3
632,113,5.8,1
632,114,5.7,2
632,117,5.1,1
632,118,6.6,2
632,124,5.4,5
632,135,7.0,3
632,142,6.5,2
632,143,5.6,1
632,150,5.5,3
632,152,6.6,4
633,2,7.5,4
633,6,7.1,1
633,29,7.8,3
633,71,5.5,5
633,108,7.3,1
633,110,7.2,5
633,118,6.6,4
633,130,7.7,4
634,2,5.8,4
634,3,5.6,3
634,5,5.4,3
634,7,5.8,2
634,8,5.9,4
634,10,7.3,1
634,30,5.7,5
634,31,5.6,3
